Model,RMSE,R2,Time_s
LinearRegression,0.8202552222518428,0.9996055425834977,0.56168532371521
DecisionTree,22.99585060321874,0.6899718884713171,4.124545335769653
RandomForest,21.224103156886372,0.7359046141448357,101.6130199432373
